CID,Experiment,ROI#,DeltaF
518810,113R,21,0.0
518810,113R,22,0.0
518810,113R,23,0.0
518810,113R,24,0.0
518810,113R,25,0.0
518810,113R,26,0.0
518810,113R,27,0.0
518810,113R,28,0.0
518810,113R,29,0.0
518810,113R,30,0.0
518810,113R,31,0.0
518810,113R,32,0.0
518810,113R,33,0.0
518810,113R,34,0.0
518810,113R,35,0.0
518810,113R,36,0.0
518810,113R,37,0.0
518810,113R,38,0.0
518810,113R,39,0.0
518810,113R,40,0.0
518810,113R,41,0.0
518810,113R,42,0.0
518810,113R,43,0.0
518810,113R,44,0.0
518810,113R,45,0.0
518810,113R,46,0.0
518810,113R,47,0.0
518810,113R,48,0.0
518810,113R,49,0.0
518810,113R,50,0.0
518810,113R,51,0.0
518810,113R,52,0.0
518810,113R,53,0.0
518810,113R,54,0.0
518810,113R,55,0.0
518810,113R,56,0.0
518810,113R,57,0.0
518810,113R,58,0.0
518810,113R,59,0.0
518810,113R,60,0.0
518810,113R,61,0.0
518810,113R,62,0.0
518810,113R,63,0.0
518810,113R,64,0.0
518810,113R,65,0.0
518810,113R,66,0.0
518810,113R,67,0.0
518810,113R,68,0.0
518810,113R,69,0.0
518810,113R,70,0.0
518810,113R,71,0.0
518810,113R,72,0.0
518810,113R,73,0.0
518810,113R,74,0.0
518810,113R,75,0.0
518810,113R,76,0.0
518810,113R,77,0.0
518810,113R,78,0.0
518810,113R,79,0.0
518810,113R,80,0.0
518810,113R,81,0.0
518810,113R,82,0.0
518810,113R,83,0.0
518810,113R,84,0.0
518810,113R,85,0.0
518810,113R,86,0.0
518810,113R,87,0.0
518810,113R,88,62.35330581665039
518810,113R,89,0.0
518810,113R,90,0.0
518810,113R,91,0.0
518810,113R,92,0.0
518810,113R,93,0.0
518810,113R,94,0.0
518810,113R,95,0.0
518810,113R,96,0.0
518810,113R,97,0.0
518810,113R,98,0.0
518810,113R,99,0.0
518810,113R,100,0.0
518810,113R,101,0.0
518810,113R,102,0.0
518810,113R,103,0.0
518810,113R,104,0.0
518810,113R,105,0.0
518810,113R,106,0.0
518810,113R,107,0.0
518810,113R,108,0.0
518810,113R,109,0.0
518810,113R,110,0.0
518810,113R,111,0.0
518810,113R,112,0.0
518810,113R,113,0.0
518810,113R,114,0.0
518810,113R,115,0.0
518810,113R,116,0.0
518810,113R,117,0.0
518810,113R,118,0.0
518810,113R,119,0.0
518810,113R,120,0.0
518810,113R,121,0.0
518810,113R,122,0.0
518810,113R,123,0.0
518810,113R,124,0.0
518810,113R,125,0.0
518810,113R,126,0.0
518810,113R,127,0.0
518810,113R,128,0.0
518810,113R,129,0.0
518810,113R,130,0.0
518810,113R,131,0.0
518810,113R,132,0.0
518810,113R,133,0.0
518810,113R,134,0.0
518810,113R,135,0.0
518810,113R,136,0.0
518810,113R,137,0.0
518810,113R,138,0.0
518810,113R,139,0.0
518810,114L,1,0.0
518810,114L,2,0.0
518810,114L,3,0.0
518810,114L,4,0.0
518810,114L,5,0.0
518810,114L,6,0.0
518810,114L,7,0.0
518810,114L,8,0.0
518810,114L,9,0.0
518810,114L,10,0.0
518810,114L,11,0.0
518810,114L,12,0.0
518810,114L,13,0.0
518810,114L,14,0.0
518810,114L,15,0.0
518810,114L,16,0.0
518810,114L,17,0.0
518810,114L,18,0.0
518810,114L,19,0.0
518810,114L,20,0.0
518810,114L,21,0.0
518810,114L,22,0.0
518810,114L,23,0.0
518810,114L,24,0.0
518810,114L,25,0.0
518810,114L,26,0.0
518810,114L,27,0.0
518810,114L,28,0.0
518810,114L,29,0.0
518810,114L,30,0.0
518810,114L,31,0.0
518810,114L,32,0.0
518810,114L,33,0.0
518810,114L,34,0.0
518810,114L,35,0.0
518810,114L,36,0.0
518810,114L,37,0.0
518810,114L,38,0.0
518810,114L,39,0.0
518810,114L,40,0.0
518810,114L,41,0.0
518810,114L,42,0.0
518810,114L,43,59.51156997680664
518810,114L,44,0.0
518810,114L,45,0.0
518810,114L,46,0.0
518810,114L,47,0.0
518810,114L,48,0.0
518810,114L,49,0.0
518810,114L,50,0.0
518810,114L,51,0.0
518810,114L,52,0.0
518810,114L,53,0.0
518810,114L,54,0.0
518810,114L,55,0.0
518810,114L,56,0.0
518810,114L,57,0.0
518810,114L,58,0.0
518810,114L,59,0.0
518810,114L,60,0.0
518810,114L,61,0.0
518810,114L,62,0.0
518810,114L,63,0.0
518810,114L,64,0.0
518810,114L,65,0.0
518810,114L,66,0.0
518810,114L,67,0.0
518810,114L,68,0.0
518810,114L,69,0.0
518810,114L,70,0.0
518810,114L,71,0.0
518810,114L,72,0.0
518810,114L,73,0.0
518810,114L,74,0.0
518810,114L,75,0.0
518810,114L,76,0.0
518810,114L,77,0.0
518810,114L,78,0.0
518810,114L,79,0.0
518810,114L,80,0.0
518810,114L,81,0.0
518810,114L,82,0.0
518810,114L,83,0.0
518810,114L,84,0.0
518810,114L,85,0.0
518810,114L,86,0.0
518810,114L,87,0.0
518810,114L,88,0.0
518810,114L,89,0.0
518810,114L,90,0.0
518810,114L,91,0.0
518810,114L,92,0.0
518810,114L,93,0.0
518810,114L,94,0.0
518810,114L,95,0.0
518810,114L,96,0.0
518810,114L,97,0.0
518810,114L,98,0.0
518810,114L,99,15.78127384185791
518810,114L,100,0.0
518810,114L,101,0.0
518810,114L,102,0.0
518810,114L,103,0.0
518810,114L,104,0.0
518810,114L,105,0.0
518810,114L,106,0.0
518810,114L,107,0.0
518810,114L,108,0.0
518810,114L,109,0.0
518810,114L,110,0.0
518810,114L,111,0.0
518810,114L,112,0.0
518810,114L,113,0.0
518810,114L,114,0.0
518810,114L,115,0.0
518810,114L,116,0.0
518810,114L,117,0.0
518810,114L,118,0.0
518810,114L,119,0.0
518810,114L,120,0.0
518810,114L,121,0.0
518810,114L,122,0.0
518810,114L,123,0.0
518810,114L,124,0.0
518810,114L,125,0.0
518810,114L,126,0.0
518810,114L,127,0.0
518810,114L,128,0.0
518810,114L,129,0.0
518810,114L,130,0.0
518810,114L,131,0.0
518810,114L,132,0.0
518810,114L,133,0.0
518810,114L,134,4.753464698791504
518810,114L,135,0.0
518810,114L,136,0.0
518810,114L,137,0.0
518810,114L,138,0.0
518810,114L,139,0.0
518810,114L,140,0.0
518810,114R,1,0.0
518810,114R,2,0.0
518810,114R,3,0.0
518810,114R,4,0.0
518810,114R,5,0.0
518810,114R,6,0.0
518810,114R,7,0.0
518810,114R,8,0.0
518810,114R,9,0.0
518810,114R,10,0.0
518810,114R,11,0.0
518810,114R,12,0.0
518810,114R,13,0.0
518810,114R,14,0.0
518810,114R,15,0.0
518810,114R,16,0.0
518810,114R,17,0.0
518810,114R,18,0.0
518810,114R,19,0.0
518810,114R,20,0.0
518810,114R,21,0.0
518810,114R,22,0.0
518810,114R,23,0.0
518810,114R,24,0.0
518810,114R,25,0.0
518810,114R,26,0.0
518810,114R,27,0.0
518810,114R,28,0.0
518810,114R,29,0.0
518810,114R,30,0.0
518810,114R,31,0.0
518810,114R,32,0.0
518810,114R,33,0.0
518810,114R,34,0.0
518810,114R,35,0.0
518810,114R,36,0.0
518810,114R,37,0.0
518810,114R,38,0.0
518810,114R,39,0.0
518810,114R,40,0.0
518810,114R,41,59.51156997680664
518810,114R,42,0.0
518810,114R,43,0.0
518810,114R,44,0.0
518810,114R,45,0.0
518810,114R,46,0.0
518810,114R,47,0.0
518810,114R,48,0.0
518810,114R,49,0.0
518810,114R,50,0.0
518810,114R,51,0.0
518810,114R,52,0.0
518810,114R,53,0.0
518810,114R,54,0.0
518810,114R,55,0.0
518810,114R,56,0.0
518810,114R,57,0.0
518810,114R,58,0.0
518810,114R,59,0.0
518810,114R,60,0.0
518810,114R,61,0.0
518810,114R,62,0.0
518810,114R,63,0.0
518810,114R,64,0.0
518810,114R,65,0.0
518810,114R,66,0.0
518810,114R,67,0.0
518810,114R,68,0.0
518810,114R,69,0.0
518810,114R,70,0.0
518810,114R,71,0.0
518810,114R,72,0.0
518810,114R,73,0.0
518810,114R,74,0.0
518810,114R,75,0.0
518810,114R,76,0.0
518810,114R,77,0.0
518810,114R,78,0.0
518810,114R,79,0.0
518810,114R,80,0.0
518810,114R,81,0.0
518810,114R,82,0.0
518810,114R,83,0.0
518810,114R,84,0.0
518810,114R,85,0.0
518810,114R,86,0.0
518810,114R,87,0.0
518810,114R,88,0.0
518810,114R,89,0.0
518810,114R,90,0.0
518810,114R,91,0.0
518810,114R,92,0.0
518810,114R,93,0.0
518810,114R,94,0.0
518810,114R,95,0.0
518810,114R,96,0.0
518810,114R,97,0.0
518810,114R,98,10.02450180053711
518810,114R,99,0.0
518810,114R,100,0.0
518810,114R,101,0.0
518810,114R,102,0.0
518810,114R,103,0.0
518810,114R,104,0.0
518810,114R,105,0.0
518810,114R,106,0.0
518810,114R,107,0.0
518810,114R,108,0.0
518810,114R,109,0.0
518810,114R,110,0.0
518810,114R,111,0.0
518810,114R,112,0.0
518810,114R,113,0.0
518810,114R,114,0.0
518810,114R,115,0.0
518810,114R,116,0.0
518810,114R,117,0.0
518810,114R,118,0.0
518810,114R,119,0.0
518810,114R,120,0.0
518810,114R,121,0.0
518810,114R,122,0.0
518810,114R,123,0.0
518810,114R,124,0.0
518810,114R,125,0.0
518810,114R,126,0.0
518810,114R,127,0.0
518810,114R,128,0.0
518810,114R,129,0.0
518810,114R,130,0.0
518810,114R,131,0.0
518810,114R,132,0.0
518810,114R,133,0.0
518810,114R,134,0.0
518810,114R,135,0.0
518937,111L,1,0.0
518937,111L,2,0.0
518937,111L,3,0.0
518937,111L,4,0.0
518937,111L,5,0.0
518937,111L,6,0.0
518937,111L,7,0.0
518937,111L,8,0.0
518937,111L,9,0.0
518937,111L,10,0.0
518937,111L,11,0.0
518937,111L,12,0.0
518937,111L,13,0.0
518937,111L,14,0.0
518937,111L,15,0.0
518937,111L,16,0.0
518937,111L,17,0.0
518937,111L,18,0.0
518937,111L,19,0.0
518937,111L,20,0.0
518937,111L,21,0.0
518937,111L,22,0.0
518937,111L,23,0.0
518937,111L,24,0.0
518937,111L,25,0.0
518937,111L,26,0.0
518937,111L,27,0.0
518937,111L,28,0.0
518937,111L,29,0.0
518937,111L,30,0.0
518937,111L,31,0.0
518937,111L,32,0.0
518937,111L,33,0.0
518937,111L,34,0.0
518937,111L,35,0.0
518937,111L,36,0.0
518937,111L,37,0.0
518937,111L,38,0.0
518937,111L,39,0.0
518937,111L,40,0.0
518937,111L,41,0.0
518937,111L,42,0.0
518937,111L,43,0.0
518937,111L,44,0.0
518937,111L,45,0.0
518937,111L,46,0.0
518937,111L,47,0.0
518937,111L,48,0.0
518937,111L,49,0.0
518937,111L,50,0.0
518937,111L,51,0.0
518937,111L,52,0.0
518937,111L,53,0.0
518937,111L,54,0.0
518937,111L,55,0.0
518937,111L,56,0.0
518937,111L,57,0.0
518937,111L,58,0.0
518937,111L,59,0.0
518937,111L,60,0.0
518937,111L,61,0.0
518937,111L,62,0.0
518937,111L,63,0.0
518937,111L,64,0.0
518937,111L,65,0.0
518937,111L,66,0.0
518937,111L,67,18.015361785888672
518937,111L,68,0.0
518937,111L,69,0.0
518937,111L,70,0.0
518937,111L,71,0.0
518937,111L,72,0.0
518937,111L,73,0.0
518937,111L,74,0.0
518937,111L,75,0.0
518937,111L,76,0.0
518937,111L,77,0.0
518937,111L,78,0.0
518937,111L,79,0.0
518937,111L,80,0.0
518937,111L,81,0.0
518937,111L,82,0.0
518937,111L,83,0.0
518937,111L,84,0.0
518937,111L,85,0.0
518937,111L,86,0.0
518937,111L,87,0.0
518937,111L,88,0.0
518937,111L,89,0.0
518937,111L,90,0.0
518937,111L,91,0.0
518937,111L,92,0.0
518937,111L,93,0.0
518937,111L,94,0.0
518937,111L,95,0.0
518937,111L,96,0.0
518937,111L,97,0.0
518937,111L,98,0.0
518937,111L,99,0.0
518937,111L,100,0.0
518937,111L,101,0.0
518937,111L,102,0.0
518937,111L,103,0.0
518937,111L,104,0.0
518937,111L,105,0.0
518937,111L,106,0.0
518937,111L,107,0.0
518937,111L,108,0.0
518937,111L,109,0.0
518937,111L,110,0.0
518937,111L,111,0.0
518937,111L,112,0.0
518937,111R,1,0.0
518937,111R,2,0.0
518937,111R,3,0.0
518937,111R,4,0.0
518937,111R,5,0.0
518937,111R,6,0.0
518937,111R,7,0.0
518937,111R,8,0.0
518937,111R,9,0.0
518937,111R,10,0.0
518937,111R,11,0.0
518937,111R,12,0.0
518937,111R,13,0.0
518937,111R,14,0.0
518937,111R,15,0.0
518937,111R,16,0.0
518937,111R,17,0.0
518937,111R,18,0.0
518937,111R,19,0.0
518937,111R,20,0.0
518937,111R,21,0.0
518937,111R,22,0.0
518937,111R,23,0.0
518937,111R,24,0.0
518937,111R,25,0.0
518937,111R,26,0.0
518937,111R,27,0.0
518937,111R,28,0.0
518937,111R,29,0.0
518937,111R,30,0.0
518937,111R,31,0.0
518937,111R,32,0.0
518937,111R,33,0.0
518937,111R,34,0.0
518937,111R,35,0.0
518937,111R,36,0.0
518937,111R,37,0.0
518937,111R,38,0.0
518937,111R,39,0.0
518937,111R,40,0.0
518937,111R,41,0.0
518937,111R,42,0.0
518937,111R,43,0.0
518937,111R,44,0.0
518937,111R,45,0.0
518937,111R,46,0.0
518937,111R,47,0.0
518937,111R,48,0.0
518937,111R,49,0.0
518937,111R,50,0.0
518937,111R,51,0.0
518937,111R,52,0.0
518937,111R,53,0.0
518937,111R,54,0.0
518937,111R,55,0.0
518937,111R,56,0.0
518937,111R,57,0.0
518937,111R,58,0.0
518937,111R,59,0.0
518937,111R,60,0.0
518937,111R,61,0.0
518937,111R,62,0.0
518937,111R,63,0.0
518937,111R,64,0.0
518937,111R,65,0.0
518937,111R,66,0.0
518937,111R,67,0.0
518937,111R,68,0.0
518937,111R,69,0.0
518937,111R,70,0.0
518937,111R,71,0.0
518937,111R,72,0.0
518937,111R,73,0.0
518937,111R,74,0.0
518937,111R,75,0.0
518937,111R,76,0.0
518937,111R,77,0.0
518937,111R,78,0.0
518937,111R,79,0.0
518937,111R,80,0.0
518937,111R,81,11.771154403686523
518937,111R,82,0.0
518937,111R,83,0.0
518937,111R,84,0.0
518937,111R,85,0.0
518937,111R,86,0.0
518937,111R,87,0.0
518937,111R,88,0.0
518937,111R,89,0.0
518937,111R,90,0.0
518937,111R,91,0.0
518937,111R,92,0.0
518937,111R,93,0.0
518937,111R,94,0.0
518937,111R,95,0.0
518937,111R,96,0.0
518937,111R,97,0.0
518937,111R,98,0.0
518937,111R,99,0.0
518937,111R,100,0.0
518937,111R,101,0.0
518937,111R,102,0.0
518937,111R,103,0.0
518937,111R,104,0.0
518937,111R,105,0.0
518937,111R,106,0.0
518937,111R,107,0.0
518937,111R,108,0.0
518937,111R,109,0.0
518937,111R,110,0.0
518937,111R,111,0.0
518937,111R,112,0.0
518937,111R,113,0.0
518937,111R,114,0.0
518937,111R,115,0.0
518937,111R,116,0.0
518937,111R,117,0.0
518937,111R,118,0.0
518937,111R,119,0.0
518937,111R,120,0.0
518937,111R,121,0.0
518937,111R,122,0.0
518937,111R,123,0.0
518937,111R,124,0.0
518937,111R,125,0.0
518937,111R,126,0.0
518937,111R,127,0.0
518937,111R,128,0.0
518937,111R,129,0.0
518937,111R,130,0.0
518937,112L,1,0.0
518937,112L,2,0.0
518937,112L,3,0.0
518937,112L,4,0.0
518937,112L,5,0.0
518937,112L,6,0.0
518937,112L,7,0.0
518937,112L,8,0.0
518937,112L,9,0.0
518937,112L,10,0.0
518937,112L,11,0.0
518937,112L,12,0.0
518937,112L,13,0.0
518937,112L,14,0.0
518937,112L,15,0.0
518937,112L,16,0.0
518937,112L,17,0.0
518937,112L,18,0.0
518937,112L,19,0.0
518937,112L,20,0.0
518937,112L,21,0.0
518937,112L,22,0.0
518937,112L,23,0.0
518937,112L,24,0.0
518937,112L,25,0.0
518937,112L,26,0.0
518937,112L,27,0.0
518937,112L,28,0.0
518937,112L,29,0.0
518937,112L,30,0.0
518937,112L,31,0.0
518937,112L,32,0.0
518937,112L,33,0.0
518937,112L,34,0.0
518937,112L,35,0.0
518937,112L,36,0.0
518937,112L,37,0.0
518937,112L,38,0.0
518937,112L,39,0.0
518937,112L,40,0.0
518937,112L,41,0.0
518937,112L,42,0.0
518937,112L,43,0.0
518937,112L,44,0.0
518937,112L,45,0.0
518937,112L,46,0.0
518937,112L,47,0.0
518937,112L,48,0.0
518937,112L,49,0.0
518937,112L,50,0.0
518937,112L,51,0.0
518937,112L,52,0.0
518937,112L,53,0.0
518937,112L,54,0.0
518937,112L,55,0.0
518937,112L,56,0.0
518937,112L,57,0.0
518937,112L,58,0.0
518937,112L,59,0.0
518937,112L,60,0.0
518937,112L,61,0.0
518937,112L,62,0.0
518937,112L,63,0.0
518937,112L,64,0.0
518937,112L,65,0.0
518937,112L,66,0.0
518937,112L,67,0.0
518937,112L,68,0.0
518937,112L,69,0.0
518937,112L,70,0.0
518937,112L,71,0.0
518937,112L,72,0.0
518937,112L,73,0.0
518937,112L,74,8.640009880065918
518937,112L,75,0.0
518937,112L,76,0.0
518937,112L,77,0.0
518937,112L,78,0.0
518937,112L,79,0.0
518937,112L,80,0.0
518937,112L,81,0.0
518937,112L,82,0.0
518937,112L,83,0.0
518937,112L,84,0.0
518937,112L,85,0.0
518937,112L,86,0.0
518937,112L,87,0.0
518937,112L,88,0.0
518937,112L,89,0.0
518937,112L,90,0.0
518937,112L,91,0.0
518937,112L,92,0.0
518937,112L,93,0.0
518937,112L,94,0.0
518937,112L,95,0.0
518937,112L,96,0.0
518937,112L,97,0.0
518937,112L,98,0.0
518937,112L,99,0.0
518937,112L,100,0.0
518937,112R,1,0.0
518937,112R,2,0.0
518937,112R,3,0.0
518937,112R,4,0.0
518937,112R,5,0.0
518937,112R,6,0.0
518937,112R,7,0.0
518937,112R,8,0.0
518937,112R,9,0.0
518937,112R,10,0.0
518937,112R,11,0.0
518937,112R,12,0.0
518937,112R,13,0.0
518937,112R,14,0.0
518937,112R,15,0.0
518937,112R,16,0.0
518937,112R,17,0.0
518937,112R,18,0.0
518937,112R,19,0.0
518937,112R,20,0.0
518937,112R,21,0.0
518937,112R,22,0.0
518937,112R,23,0.0
518937,112R,24,0.0
518937,112R,25,0.0
518937,112R,26,0.0
518937,112R,27,0.0
518937,112R,28,0.0
518937,112R,29,0.0
518937,112R,30,0.0
518937,112R,31,0.0
518937,112R,32,0.0
518937,112R,33,0.0
518937,112R,34,0.0
518937,112R,35,0.0
518937,112R,36,0.0
518937,112R,37,0.0
518937,112R,38,0.0
518937,112R,39,0.0
518937,112R,40,0.0
518937,112R,41,0.0
518937,112R,42,0.0
518937,112R,43,0.0
518937,112R,44,0.0
518937,112R,45,0.0
518937,112R,46,0.0
518937,112R,47,0.0
518937,112R,48,0.0
518937,112R,49,0.0
518937,112R,50,0.0
518937,112R,51,0.0
518937,112R,52,0.0
518937,112R,53,0.0
518937,112R,54,0.0
518937,112R,55,0.0
518937,112R,56,0.0
518937,112R,57,0.0
518937,112R,58,0.0
518937,112R,59,0.0
518937,112R,60,0.0
518937,112R,61,0.0
518937,112R,62,0.0
518937,112R,63,0.0
518937,112R,64,0.0
518937,112R,65,0.0
518937,112R,66,0.0
518937,112R,67,0.0
518937,112R,68,0.0
518937,112R,69,0.0
518937,112R,70,0.0
518937,112R,71,0.0
518937,112R,72,0.0
518937,112R,73,0.0
518937,112R,74,0.0
518937,112R,75,0.0
518937,112R,76,0.0
518937,112R,77,0.0
518937,112R,78,0.0
518937,112R,79,0.0
518937,112R,80,0.0
518937,112R,81,0.0
518937,112R,82,0.0
518937,112R,83,0.0
518937,112R,84,0.0
518937,112R,85,0.0
518937,112R,86,0.0
518937,112R,87,0.0
518937,112R,88,0.0
518937,112R,89,0.0
518937,112R,90,0.0
518937,112R,91,0.0
518937,112R,92,0.0
518937,112R,93,0.0
518937,112R,94,0.0
518937,112R,95,0.0
518937,112R,96,0.0
518937,112R,97,0.0
518937,112R,98,0.0
518937,112R,99,0.0
518937,112R,100,0.0
518937,112R,101,0.0
518937,112R,102,0.0
518937,112R,103,0.0
518937,112R,104,0.0
518937,112R,105,0.0
518937,112R,106,0.0
518937,112R,107,0.0
518937,112R,108,0.0
518937,112R,109,0.0
518937,112R,110,0.0
518937,112R,111,0.0
518937,112R,112,0.0
518937,112R,113,0.0
518937,112R,114,0.0
518937,112R,115,0.0
518937,112R,116,0.0
518937,113L,1,0.0
518937,113L,2,0.0
518937,113L,3,0.0
518937,113L,4,0.0
518937,113L,5,0.0
518937,113L,6,0.0
518937,113L,7,0.0
518937,113L,8,0.0
518937,113L,9,0.0
518937,113L,10,0.0
518937,113L,11,0.0
518937,113L,12,0.0
518937,113L,13,0.0
518937,113L,14,0.0
518937,113L,15,0.0
518937,113L,16,0.0
518937,113L,17,0.0
518937,113L,18,0.0
518937,113L,19,0.0
518937,113L,20,0.0
518937,113L,21,0.0
518937,113L,22,0.0
518937,113L,23,0.0
518937,113L,24,0.0
518937,113L,25,0.0
518937,113L,26,0.0
518937,113L,27,0.0
518937,113L,28,0.0
518937,113L,29,0.0
518937,113L,30,0.0
518937,113L,31,0.0
518937,113L,32,0.0
518937,113L,33,0.0
518937,113L,34,0.0
518937,113L,35,0.0
518937,113L,36,0.0
518937,113L,37,0.0
518937,113L,38,0.0
518937,113L,39,0.0
518937,113L,40,0.0
518937,113L,41,0.0
518937,113L,42,0.0
518937,113L,43,0.0
518937,113L,44,0.0
518937,113L,45,0.0
518937,113L,46,0.0
518937,113L,47,0.0
518937,113L,48,0.0
518937,113L,49,0.0
518937,113L,50,0.0
518937,113L,51,0.0
518937,113L,52,0.0
518937,113L,53,0.0
518937,113L,54,0.0
518937,113L,55,0.0
518937,113L,56,0.0
518937,113L,57,0.0
518937,113L,58,0.0
518937,113L,59,0.0
518937,113L,60,0.0
518937,113L,61,0.0
518937,113L,62,0.0
518937,113L,63,0.0
518937,113L,64,0.0
518937,113L,65,0.0
518937,113L,66,0.0
518937,113L,67,0.0
518937,113L,68,0.0
518937,113L,69,0.0
518937,113L,70,0.0
518937,113L,71,0.0
518937,113L,72,0.0
518937,113L,73,0.0
518937,113L,74,0.0
518937,113L,75,0.0
518937,113L,76,0.0
518937,113L,77,0.0
518937,113L,78,0.0
518937,113L,79,0.0
518937,113L,80,0.0
518937,113L,81,0.0
518937,113L,82,0.0
518937,113L,83,0.0
518937,113L,84,0.0
518937,113L,85,0.0
518937,113L,86,0.0
518937,113L,87,0.0
518937,113L,88,0.0
518937,113L,89,0.0
518937,113L,90,0.0
518937,113L,91,0.0
518937,113L,92,0.0
518937,113L,93,0.0
518937,113L,94,0.0
518937,113L,95,0.0
518937,113L,96,0.0
518937,113L,97,0.0
518937,113L,98,0.0
518937,113L,99,0.0
518937,113L,100,0.0
518937,113L,101,0.0
518937,113L,102,0.0
518937,113L,103,0.0
518937,113L,104,0.0
518937,113L,105,0.0
518937,113L,106,0.0
518937,113L,107,0.0
518937,113L,108,0.0
518937,113L,109,0.0
518937,113L,110,0.0
518937,113L,111,0.0
518937,113L,112,0.0
518937,113L,113,0.0
518937,113L,114,0.0
518937,113L,115,0.0
518937,113L,116,0.0
518937,113L,117,0.0
518937,113L,118,0.0
518937,113L,119,0.0
518937,113L,120,0.0
518937,113L,121,0.0
518937,113L,122,0.0
518937,113L,123,0.0
518937,113L,124,0.0
518937,113L,125,0.0
518937,113L,126,0.0
518937,113R,1,0.0
518937,113R,2,0.0
518937,113R,3,0.0
518937,113R,4,0.0
518937,113R,5,0.0
518937,113R,6,0.0
518937,113R,7,0.0
518937,113R,8,0.0
518937,113R,9,0.0
518937,113R,10,0.0
518937,113R,11,0.0
518937,113R,12,0.0
518937,113R,13,0.0
518937,113R,14,0.0
518937,113R,15,0.0
518937,113R,16,0.0
518937,113R,17,0.0
518937,113R,18,0.0
518937,113R,19,0.0
518937,113R,20,0.0
518937,113R,21,38.40993118286133
518937,113R,22,0.0
518937,113R,23,0.0
518937,113R,24,0.0
518937,113R,25,0.0
518937,113R,26,0.0
518937,113R,27,0.0
518937,113R,28,0.0
518937,113R,29,0.0
518937,113R,30,0.0
518937,113R,31,0.0
518937,113R,32,0.0
518937,113R,33,0.0
518937,113R,34,0.0
518937,113R,35,0.0
518937,113R,36,0.0
518937,113R,37,0.0
518937,113R,38,0.0
518937,113R,39,0.0
518937,113R,40,0.0
518937,113R,41,0.0
518937,113R,42,0.0
518937,113R,43,0.0
518937,113R,44,0.0
518937,113R,45,0.0
518937,113R,46,0.0
518937,113R,47,0.0
518937,113R,48,0.0
518937,113R,49,0.0
518937,113R,50,0.0
518937,113R,51,0.0
518937,113R,52,0.0
518937,113R,53,0.0
518937,113R,54,0.0
518937,113R,55,0.0
518937,113R,56,0.0
518937,113R,57,0.0
518937,113R,58,0.0
518937,113R,59,0.0
518937,113R,60,0.0
518937,113R,61,0.0
518937,113R,62,0.0
518937,113R,63,0.0
518937,113R,64,0.0
518937,113R,65,0.0
518937,113R,66,0.0
518937,113R,67,0.0
518937,113R,68,0.0
518937,113R,69,0.0
518937,113R,70,0.0
518937,113R,71,0.0
518937,113R,72,0.0
518937,113R,73,0.0
518937,113R,74,0.0
518937,113R,75,0.0
518937,113R,76,0.0
518937,113R,77,0.0
518937,113R,78,0.0
518937,113R,79,0.0
518937,113R,80,0.0
518937,113R,81,0.0
518937,113R,82,0.0
518937,113R,83,0.0
518937,113R,84,0.0
518937,113R,85,0.0
518937,113R,86,0.0
518937,113R,87,0.0
518937,113R,88,0.0
518937,113R,89,0.0
518937,113R,90,0.0
518937,113R,91,0.0
518937,113R,92,0.0
518937,113R,93,0.0
518937,113R,94,0.0
518937,113R,95,0.0
518937,113R,96,0.0
518937,113R,97,0.0
518937,113R,98,0.0
518937,113R,99,0.0
518937,113R,100,0.0
518937,113R,101,0.0
518937,113R,102,0.0
518937,113R,103,0.0
518937,113R,104,0.0
518937,113R,105,0.0
518937,113R,106,0.0
518937,113R,107,0.0
518937,113R,108,0.0
518937,113R,109,0.0
518937,113R,110,0.0
518937,113R,111,0.0
518937,113R,112,0.0
518937,113R,113,0.0
518937,113R,114,0.0
518937,113R,115,0.0
518937,113R,116,0.0
518937,113R,117,0.0
518937,113R,118,0.0
518937,113R,119,0.0
518937,113R,120,0.0
518937,113R,121,0.0
518937,113R,122,0.0
518937,113R,123,0.0
518937,113R,124,0.0
518937,113R,125,0.0
518937,113R,126,0.0
518937,113R,127,0.0
518937,113R,128,0.0
518937,113R,129,0.0
518937,113R,130,0.0
518937,113R,131,0.0
518937,113R,132,0.0
518937,113R,133,0.0
518937,113R,134,0.0
518937,113R,135,0.0
518937,113R,136,0.0
518937,113R,137,0.0
518937,113R,138,0.0
518937,113R,139,0.0
518937,114L,1,0.0
518937,114L,2,0.0
518937,114L,3,0.0
518937,114L,4,0.0
518937,114L,5,0.0
518937,114L,6,0.0
518937,114L,7,0.0
518937,114L,8,0.0
518937,114L,9,0.0
518937,114L,10,0.0
518937,114L,11,0.0
518937,114L,12,0.0
518937,114L,13,0.0
518937,114L,14,0.0
518937,114L,15,0.0
518937,114L,16,0.0
518937,114L,17,0.0
518937,114L,18,0.0
518937,114L,19,0.0
518937,114L,20,0.0
518937,114L,21,0.0
518937,114L,22,5.567790985107422
518937,114L,23,0.0
518937,114L,24,0.0
518937,114L,25,0.0
518937,114L,26,0.0
518937,114L,27,0.0
518937,114L,28,0.0
518937,114L,29,0.0
518937,114L,30,0.0
518937,114L,31,0.0
518937,114L,32,0.0
518937,114L,33,0.0
518937,114L,34,0.0
518937,114L,35,0.0
518937,114L,36,0.0
518937,114L,37,35.183685302734375
518937,114L,38,0.0
518937,114L,39,0.0
518937,114L,40,0.0
518937,114L,41,0.0
518937,114L,42,0.0
518937,114L,43,0.0
518937,114L,44,0.0
